brand,external_id,name,list_price,sale_price,discount_rate,is_deal,deal_signals,is_soldout,summary,product_url,image_url
라라스윗,252,[골라담기] 라라스윗 얼리 썸머 이벤트,,26900,,Y,category,N,"칼로리는 가볍게, 성분은 착하게. 건강한 달콤함, 라라스윗 아이스크림",https://lalasweet.kr/product/detail.html?product_no=252,https://lalasweet.kr/web/product/big/202607/85dc556499b333946adab45e649450fc.jpg
라라스윗,250,[무제한 990딜] 제과 베스트,,34000,,Y,category|title_tag,N,"칼로리는 가볍게, 성분은 착하게. 건강한 달콤함, 라라스윗 아이스크림",https://lalasweet.kr/product/detail.html?product_no=250,https://lalasweet.kr/web/product/big/202607/d69243e4204702df06cea323e51b8962.jpg
라라스윗,245,[논스톱 990딜] 파인트 & 제로바,,35700,,Y,category|title_tag,N,"칼로리는 가볍게, 성분은 착하게. 건강한 달콤함, 라라스윗 아이스크림",https://lalasweet.kr/product/detail.html?product_no=245,https://lalasweet.kr/web/product/big/202607/357b75643c921993bd5204f0690502bb.jpg
라라스윗,238,[앵콜 특가] 라라스윗 단백질 쉐이크,,23800,,Y,category|title_tag,N,"칼로리는 가볍게, 성분은 착하게. 건강한 달콤함, 라라스윗 아이스크림",https://lalasweet.kr/product/detail.html?product_no=238,https://lalasweet.kr/web/product/big/202607/ebb0a49c923d6182a0d92db720b0b59f.jpg
라라스윗,236,블랙트러플 하몽 시리즈,,15000,,N,,N,"칼로리는 가볍게, 성분은 착하게. 건강한 달콤함, 라라스윗 아이스크림",https://lalasweet.kr/product/detail.html?product_no=236,https://lalasweet.kr/web/product/big/202607/0f4eaa9f061fdf1556141f1c8fcd411a.jpg
라라스윗,239,라라스윗 저당 팝콘,,13900,,N,,N,"칼로리는 가볍게, 성분은 착하게. 건강한 달콤함, 라라스윗 아이스크림",https://lalasweet.kr/product/detail.html?product_no=239,https://lalasweet.kr/web/product/big/202608/4c8bd1cece62efaa3f71268f4c42df08.jpg
라라스윗,241,라라스윗 파인트,,23800,,N,,N,"칼로리는 가볍게, 성분은 착하게. 건강한 달콤함, 라라스윗 아이스크림",https://lalasweet.kr/product/detail.html?product_no=241,https://lalasweet.kr/web/product/big/202607/8b992265ffd0ab2142de2c3c08599a99.jpg
라라스윗,243,라라스윗 쫀득바,,28900,,N,,N,"칼로리는 가볍게, 성분은 착하게. 건강한 달콤함, 라라스윗 아이스크림",https://lalasweet.kr/product/detail.html?product_no=243,https://lalasweet.kr/web/product/big/202607/e5b7d2a6ecebf622779e3a379fd46152.jpg
라라스윗,244,라라스윗 저당 듬뿍바,,28900,,N,,N,"칼로리는 가볍게, 성분은 착하게. 건강한 달콤함, 라라스윗 아이스크림",https://lalasweet.kr/product/detail.html?product_no=244,https://lalasweet.kr/web/product/big/202607/c09dd599564ef4aa1525ec806e154427.jpg
라라스윗,256,라라스윗 셔벗 파인트,,23800,,N,,N,"칼로리는 가볍게, 성분은 착하게. 건강한 달콤함, 라라스윗 아이스크림",https://lalasweet.kr/product/detail.html?product_no=256,https://lalasweet.kr/web/product/big/202607/3caa9ccd8ab362412dd0021561f0a20d.jpg
